name,Inf_0,Inf_1,Inf_2,Inf_3,Inf_4,Inf_5,Inf_6
Вольф,одуш,м,!,I1,,,
Вульф,одуш,м,!,I1,,,
Джозеф,одуш,м,!,I1,,,
Жозеф,одуш,м,!,I1,,,
Иосиф,одуш,м,!,I1,,,
Йозеф,одуш,м,!,I1,,,
Коринф,неод,м,!,I1,,,
Лукаc,одуш,м,!,I1,,,
Олаф,одуш,м,!,I1,,,
Сизиф,одуш,м,!,I1,,,
Улоф,одуш,м,!,I1,,,
Ульф,одуш,м,!,I1,,,
Юзеф,одуш,м,!,I1,,,
Юсуф,одуш,м,!,I1,,,
