name,Inf_0,Inf_1,Inf_2,Inf_3,Inf_4,Inf_5,Inf_6
лопатник,неод,м,,I1,мн,,I1
макетик,неод,м,,I1,мн,,I1
мануальщик,одуш,м,,I1,мн,,I1
матик,неод,м,,I1,мн,,I1
матюгальник,неод,м,,I1,мн,,I1
мильонщик,одуш,м,,I1,мн,,I1
минетик,неод,м,,I1,мн,,I1
мокрушник,одуш,м,,I1,мн,,I1
морсик,неод,м,,I1,мн,,I1
мусорник,неод,м,,I1,мн,,I1
налоговик,одуш,м,,I1,мн,,I1
наматрасник,неод,м,,I1,мн,,I1
напальчник,неод,м,,I1,мн,,I1
наперсточник,неод,м,,I1,мн,,I1
наполеончик,одуш,м,,I1,мн,,I1
напряг,неод,м,,I1,мн,,I1
недочеловек,одуш,м,,I1,мн,,I1
ништяк,неод,м,,I1,мн,,I1
носатик,одуш,м,,I1,мн,,I1
нюансик,неод,м,,I1,мн,,I1
обменник,неод,м,,I1,мн,,I1
огранщик,одуш,м,,I1,мн,,I1
одеколончик,неод,м,,I1,мн,,I1
отсверк,неод,м,,I1,мн,,I1
оттяг,неод,м,,I1,мн,,I1
отходняк,неод,м,,I1,мн,,I1
очник,одуш,м,,I1,мн,,I1
паблик,неод,м,,I1,мн,,I1
пазик,неод,м,,I1,мн,,I1
паштетик,неод,м,,I1,мн,,I1
пенальчик,неод,м,,I1,мн,,I1
пеньюарчик,неод,м,,I1,мн,,I1
передерг,неод,м,,I1,мн,,I1
переходник,неод,м,,I1,мн,,I1
Першинг,неод,м,,I1,мн,,I1
пингвинчик,одуш,м,,I1,мн,,I1
пистончик,неод,м,,I1,мн,,I1
пиявочник,одуш,м,,I1,мн,,I1
плиточник,одуш,м,,I1,мн,,I1
пляжник,одуш,м,,I1,мн,,I1
повторник,одуш,м,,I1,мн,,I1
поджопник,неод,м,,I1,мн,,I1
поребрик,неод,м,,I1,мн,,I1
постук,неод,м,,I1,мн,,I1
презентик,неод,м,,I1,мн,,I1
прибабах,неод,м,,I1,мн,,I1
приветик,неод,м,,I1,мн,,I1
придых,неод,м,,I1,мн,,I1
приемчик,неод,м,,I1,мн,,I1
прикладник,одуш,м,,I1,мн,,I1
присмотрщик,одуш,м,,I1,мн,,I1
продых,неод,м,,I1,мн,,I1
просмотрщик,одуш,м,,I1,мн,,I1
процентик,неод,м,,I1,мн,,I1
путевик,одуш,м,,I1,мн,,I1
пушистик,одуш,м,,I1,мн,,I1
пфенинг,неод,м,,I1,мн,,I1
радикулитчик,одуш,м,,I1,мн,,I1
разменник,неод,м,,I1,мн,,I1
разовик,одуш,м,,I1,мн,,I1
разрезик,неод,м,,I1,мн,,I1
раскопщик,одуш,м,,I1,мн,,I1
растворчик,неод,м,,I1,мн,,I1
рейсовик,одуш,м,,I1,мн,,I1
рекламщик,одуш,м,,I1,мн,,I1
решебник,неод,м,,I1,мн,,I1
римейк,неод,м,,I1,мн,,I1
роуминг,неод,м,,I1,мн,,I1
рулетик,неод,м,,I1,мн,,I1
рулеточник,одуш,м,,I1,мн,,I1
рыночник,одуш,м,,I1,мн,,I1
сабантуйчик,неод,м,,I1,мн,,I1
сандалик,неод,м,,I1,мн,,I1
связник,одуш,м,,I1,мн,,I1
секретик,неод,м,,I1,мн,,I1
сервак,неод,м,,I1,мн,,I1
сервелатик,неод,м,,I1,мн,,I1
силовик,одуш,м,,I1,мн,,I1
скелетик,одуш,м,,I1,мн,,I1
склепик,неод,м,,I1,мн,,I1
следак,одуш,м,,I1,мн,,I1
сносчик,одуш,м,,I1,мн,,I1
солагерник,одуш,м,,I1,мн,,I1
сольник,неод,м,,I1,мн,,I1
Сочельник,неод,м,,I1,мн,,I1
ссорщик,одуш,м,,I1,мн,,I1
Стасик,одуш,м,,I1,мн,,I1
стейк,неод,м,,I1,мн,,I1
стопарик,неод,м,,I1,мн,,I1
стулик,неод,м,,I1,мн,,I1
сугробик,неод,м,,I1,мн,,I1
тайфунчик,неод,м,,I1,мн,,I1
тампончик,неод,м,,I1,мн,,I1
тараканчик,неод,м,,I1,мн,,I1
топчанчик,неод,м,,I1,мн,,I1
травматик,неод,м,,I1,мн,,I1
трассовик,одуш,м,,I1,мн,,I1
трафик,неод,м,,I1,мн,,I1
трусняк,неод,м,,I1,мн,,I1
тундровик,одуш,м,,I1,мн,,I1
тухляк,неод,м,,I1,мн,,I1
тюнинг,неод,м,,I1,мн,,I1
ужастик,неод,м,,I1,мн,,I1
упуск,неод,м,,I1,мн,,I1
ушастик,одуш,м,,I1,мн,,I1
файлик,неод,м,,I1,мн,,I1
форточник,одуш,м,,I1,мн,,I1
фужерчик,неод,м,,I1,мн,,I1
фурнитурщик,одуш,м,,I1,мн,,I1
фуфлыжник,одуш,м,,I1,мн,,I1
халявщик,одуш,м,,I1,мн,,I1
харизматик,одуш,м,,I1,мн,,I1
хостинг,неод,м,,I1,мн,,I1
целевик,одуш,м,,I1,мн,,I1
целик,неод,м,,I1,мн,,I1
цеховик,одуш,м,,I1,мн,,I1
цыплятник,неод,м,,I1,мн,,I1
чечеточник,одуш,м,,I1,мн,,I1
чучмек,одуш,м,,I1,мн,,I1
шампустик,неод,м,,I1,мн,,I1
шкапик,неод,м,,I1,мн,,I1
шкапчик,неод,м,,I1,мн,,I1
шлейфик,неод,м,,I1,мн,,I1
шлемак,неод,м,,I1,мн,,I1
шнапсик,неод,м,,I1,мн,,I1
шпендик,одуш,м,,I1,мн,,I1
шпендрик,одуш,м,,I1,мн,,I1
шрамчик,неод,м,,I1,мн,,I1
штампик,неод,м,,I1,мн,,I1
штатник,одуш,м,,I1,мн,,I1
электроник,одуш,м,,I1,мн,,I1
эликсирчик,неод,м,,I1,мн,,I1
ягнятник,неод,м,,I1,мн,,I1
ядерщик,одуш,м,,I1,мн,,I1
япончик,одуш,м,,I1,мн,,I1
губач,одуш,м,,I1,мн,,I3
звукач,одуш,м,,I1,мн,,I3
калаш,неод,м,,I1,мн,,I3
нюхач,одуш,м,,I1,мн,,I3
секач,неод,м,,I1,мн,,I3
фирмач,одуш,м,,I1,мн,,I3
чиркаш,неод,м,,I1,мн,,I3
щипач,одуш,м,,I1,мн,,I3
абсурдист,неод,м,,I1,мн,,II1
айзер,одуш,м,,I1,мн,,II1
аккаунт,неод,м,,I1,мн,,II1
активизатор,неод,м,,I1,мн,,II1
Альфонс,одуш,м,,I1,мн,,II1
анатомист,одуш,м,,I1,мн,,II1
аннигилятор,неод,м,,I1,мн,,II1
архиватор,неод,м,,I1,мн,,II1
ассемблер,неод,м,,I1,мн,,II1
Атлант,одуш,м,,I1,мн,,II1
аудит,неод,м,,I1,мн,,II1
балкер,неод,м,,I1,мн,,II1
баннер,неод,м,,I1,мн,,II1
баюн,одуш,м,,I1,мн,,II1
бздун,одуш,м,,I1,мн,,II1
бихевиорист,одуш,м,,I1,мн,,II1
блузон,неод,м,,I1,мн,,II1
блядун,одуш,м,,I1,мн,,II1
ботан,одуш,м,,I1,мн,,II1
браузер,неод,м,,I1,мн,,II1
брейкер,одуш,м,,I1,мн,,II1
бренд,неод,м,,I1,мн,,II1
Бурбон,одуш,м,,I1,мн,,II1
бургер,неод,м,,I1,мн,,II1
вуайерист,одуш,м,,I1,мн,,II1
газ,неод,м,,I1,мн,,II1
галерист,одуш,м,,I1,мн,,II1
галюн,неод,м,,I1,мн,,II1
гашишист,одуш,м,,I1,мн,,II1
гегемонист,одуш,м,,I1,мн,,II1
геймер,одуш,м,,I1,мн,,II1
геном,неод,м,,I1,мн,,II1
героинист,одуш,м,,I1,мн,,II1
гольфист,одуш,м,,I1,мн,,II1
гондон,неод,м,,I1,мн,,II1
гравитатор,неод,м,,I1,мн,,II1
грант,неод,м,,I1,мн,,II1
грув,неод,м,,I1,мн,,II1
гуслист,одуш,м,,I1,мн,,II1
дайвер,одуш,м,,I1,мн,,II1
даосист,одуш,м,,I1,мн,,II1
даун,одуш,м,,I1,мн,,II1
девайс,неод,м,,I1,мн,,II1
девиант,одуш,м,,I1,мн,,II1
дезактиватор,неод,м,,I1,мн,,II1
декодер,неод,м,,I1,мн,,II1
депилятор,неод,м,,I1,мн,,II1
дефлятор,неод,м,,I1,мн,,II1
дефолт,неод,м,,I1,мн,,II1
дискаунт,неод,м,,I1,мн,,II1
диспенсер,неод,м,,I1,мн,,II1
дисторшен,неод,м,,I1,мн,,II1
дистрибутив,неод,м,,I1,мн,,II1
дистрибьютор,одуш,м,,I1,мн,,II1
довоз,неод,м,,I1,мн,,II1
дристун,одуш,м,,I1,мн,,II1
дрын,неод,м,,I1,мн,,II1
душман,одуш,м,,I1,мн,,II1
жмур,одуш,м,,I1,мн,,II1
загибон,неод,м,,I1,мн,,II1
задир,неод,м,,I1,мн,,II1
закидон,неод,м,,I1,мн,,II1
закусон,неод,м,,I1,мн,,II1
запил,неод,м,,I1,мн,,II1
Иван,одуш,м,,I1,мн,,II1
имбецил,одуш,м,,I1,мн,,II1
имплант,неод,м,,I1,мн,,II1
имплантат,неод,м,,I1,мн,,II1
инвайроменталист,одуш,м,,I1,мн,,II1
инсталлятор,неод,м,,I1,мн,,II1
инцест,неод,м,,I1,мн,,II1
Ирод,одуш,м,,I1,мн,,II1
кавер,неод,м,,I1,мн,,II1
кадавр,одуш,м,,I1,мн,,II1
кардиган,неод,м,,I1,мн,,II1
каузатив,неод,м,,I1,мн,,II1
квалитет,неод,м,,I1,мн,,II1
квест,неод,м,,I1,мн,,II1
килт,неод,м,,I1,мн,,II1
коалесцер,неод,м,,I1,мн,,II1
кокер,одуш,м,,I1,мн,,II1
коллажист,одуш,м,,I1,мн,,II1
Колумб,одуш,м,,I1,мн,,II1
колумнист,одуш,м,,I1,мн,,II1
коммент,неод,м,,I1,мн,,II1
композит,неод,м,,I1,мн,,II1
конвертор,неод,м,,I1,мн,,II1
коннект,неод,м,,I1,мн,,II1
коннектор,неод,м,,I1,мн,,II1
контактант,одуш,м,,I1,мн,,II1
коп,одуш,м,,I1,мн,,II1
корефан,одуш,м,,I1,мн,,II1
коррупционер,одуш,м,,I1,мн,,II1
креационист,одуш,м,,I1,мн,,II1
кумпол,неод,м,,I1,мн,,II1
курсор,неод,м,,I1,мн,,II1
кусман,неод,м,,I1,мн,,II1
кэб,неод,м,,I1,мн,,II1
лайм,неод,м,,I1,мн,,II1
ламинат,неод,м,,I1,мн,,II1
лат,неод,м,,I1,мн,,II1
лит,неод,м,,I1,мн,,II1
лицензиар,одуш,м,,I1,мн,,II1
лицензиат,одуш,м,,I1,мн,,II1
лохотрон,неод,м,,I1,мн,,II1
лубрикант,неод,м,,I1,мн,,II1
лузер,одуш,м,,I1,мн,,II1
массажер,неод,м,,I1,мн,,II1
мерс,неод,м,,I1,мн,,II1
Мерседес,неод,м,,I1,мн,,II1
мессер,неод,м,,I1,мн,,II1
Мессершмитт,неод,м,,I1,мн,,II1
микс,неод,м,,I1,мн,,II1
микшер,неод,м,,I1,мн,,II1
мильон,неод,м,,I1,мн,,II1
минет,неод,м,,I1,мн,,II1
мокрец,одуш,м,,I1,мн,,II1
Моцарт,одуш,м,,I1,мн,,II1
наброс,неод,м,,I1,мн,,II1
наворот,неод,м,,I1,мн,,II1
Наполеон,одуш,м,,I1,мн,,II1
нардист,одуш,м,,I1,мн,,II1
Нарцисс,одуш,м,,I1,мн,,II1
негативист,одуш,м,,I1,мн,,II1
недоброс,неод,м,,I1,мн,,II1
недонос,неод,м,,I1,мн,,II1
нейтрализатор,неод,м,,I1,мн,,II1
непрофессионал,одуш,м,,I1,мн,,II1
несун,одуш,м,,I1,мн,,II1
неформал,одуш,м,,I1,мн,,II1
нигер,одуш,м,,I1,мн,,II1
нонконформист,одуш,м,,I1,мн,,II1
Ньютон,одуш,м,,I1,мн,,II1
одуван,неод,м,,I1,мн,,II1
опиат,неод,м,,I1,мн,,II1
оптимизатор,неод,м,,I1,мн,,II1
органайзер,неод,м,,I1,мн,,II1
Оскар,одуш,м,,I1,мн,,II1
особист,одуш,м,,I1,мн,,II1
офшор,неод,м,,I1,мн,,II1
охламон,одуш,м,,I1,мн,,II1
парфюм,неод,м,,I1,мн,,II1
патерналист,одуш,м,,I1,мн,,II1
пахан,одуш,м,,I1,мн,,II1
пердун,одуш,м,,I1,мн,,II1
перфоманс,неод,м,,I1,мн,,II1
Пинкертон,одуш,м,,I1,мн,,II1
пластид,неод,м,,I1,мн,,II1
подзавод,неод,м,,I1,мн,,II1
подклад,неод,м,,I1,мн,,II1
понт,неод,м,,I1,мн,,II1
постер,неод,м,,I1,мн,,II1
пофигист,одуш,м,,I1,мн,,II1
прайс,неод,м,,I1,мн,,II1
препод,одуш,м,,I1,мн,,II1
приватизатор,одуш,м,,I1,мн,,II1
прикид,неод,м,,I1,мн,,II1
приколист,одуш,м,,I1,мн,,II1
примитивист,одуш,м,,I1,мн,,II1
проброс,неод,м,,I1,мн,,II1
проглот,одуш,м,,I1,мн,,II1
прогнозист,одуш,м,,I1,мн,,II1
программатор,неод,м,,I1,мн,,II1
промоутер,одуш,м,,I1,мн,,II1
пуштун,одуш,м,,I1,мн,,II1
пыхтун,одуш,м,,I1,мн,,II1
раллист,одуш,м,,I1,мн,,II1
расподлец,одуш,м,,I1,мн,,II1
реализатор,одуш,м,,I1,мн,,II1
регионал,одуш,м,,I1,мн,,II1
резьборез,одуш,м,,I1,мн,,II1
рейв,неод,м,,I1,мн,,II1
рейвер,одуш,м,,I1,мн,,II1
рекрутер,одуш,м,,I1,мн,,II1
ремикс,неод,м,,I1,мн,,II1
рестлер,одуш,м,,I1,мн,,II1
ростер,неод,м,,I1,мн,,II1
роутер,неод,м,,I1,мн,,II1
Рубикон,неод,м,,I1,мн,,II1
рубрикатор,неод,м,,I1,мн,,II1
рэпер,одуш,м,,I1,мн,,II1
салун,неод,м,,I1,мн,,II1
свингер,одуш,м,,I1,мн,,II1
сейшен,неод,м,,I1,мн,,II1
секвенсор,неод,м,,I1,мн,,II1
семпл,неод,м,,I1,мн,,II1
семплер,неод,м,,I1,мн,,II1
сенсор,неод,м,,I1,мн,,II1
серун,одуш,м,,I1,мн,,II1
серфер,одуш,м,,I1,мн,,II1
сиквел,неод,м,,I1,мн,,II1
сингл,неод,м,,I1,мн,,II1
скан,неод,м,,I1,мн,,II1
сквот,неод,м,,I1,мн,,II1
скейтер,одуш,м,,I1,мн,,II1
слоган,неод,м,,I1,мн,,II1
сопродюсер,одуш,м,,I1,мн,,II1
сплит,неод,м,,I1,мн,,II1
сталинист,одуш,м,,I1,мн,,II1
стикер,неод,м,,I1,мн,,II1
стример,неод,м,,I1,мн,,II1
стрингер,неод,м,,I1,мн,,II1
сублиматор,неод,м,,I1,мн,,II1
субтракт,неод,м,,I1,мн,,II1
суккуб,одуш,м,,I1,мн,,II1
сэмпл,неод,м,,I1,мн,,II1
таксер,одуш,м,,I1,мн,,II1
талиб,одуш,м,,I1,мн,,II1
тандыр,неод,м,,I1,мн,,II1
тахион,неод,м,,I1,мн,,II1
тейп,неод,м,,I1,мн,,II1
тизер,неод,м,,I1,мн,,II1
топотун,одуш,м,,I1,мн,,II1
торрент,неод,м,,I1,мн,,II1
торсион,неод,м,,I1,мн,,II1
траст,неод,м,,I1,мн,,II1
трейдер,одуш,м,,I1,мн,,II1
тренд,неод,м,,I1,мн,,II1
трибьют,неод,м,,I1,мн,,II1
троян,одуш,м,,I1,мн,,II1
тюнер,неод,м,,I1,мн,,II1
тягун,одуш,м,,I1,мн,,II1
унитарист,одуш,м,,I1,мн,,II1
уркаган,одуш,м,,I1,мн,,II1
ушуист,одуш,м,,I1,мн,,II1
фан,одуш,м,,I1,мн,,II1
фарфорист,одуш,м,,I1,мн,,II1
фейс,неод,м,,I1,мн,,II1
филон,одуш,м,,I1,мн,,II1
флаер,неод,м,,I1,мн,,II1
фон-барон,одуш,м,,I1,мн,,II1
фрактал,неод,м,,I1,мн,,II1
франчайзер,одуш,м,,I1,мн,,II1
фьючерс,неод,м,,I1,мн,,II1
хант,одуш,м,,I1,мн,,II1
хард,неод,м,,I1,мн,,II1
хилер,одуш,м,,I1,мн,,II1
хорошист,одуш,м,,I1,мн,,II1
хоспис,неод,м,,I1,мн,,II1
хостел,неод,м,,I1,мн,,II1
Цеппелин,одуш,м,,I1,мн,,II1
цугундер,неод,м,,I1,мн,,II1
чарт,неод,м,,I1,мн,,II1
чат,неод,м,,I1,мн,,II1
чифир,неод,м,,I1,мн,,II1
чухан,одуш,м,,I1,мн,,II1
шатл,неод,м,,I1,мн,,II1
шаттл,неод,м,,I1,мн,,II1
шахид,одуш,м,,I1,мн,,II1
шкап,неод,м,,I1,мн,,II1
шнауцер,одуш,м,,I1,мн,,II1
шокер,неод,м,,I1,мн,,II1
шутер,неод,м,,I1,мн,,II1
щен,одуш,м,,I1,мн,,II1
щербет,неод,м,,I1,мн,,II1
эквалайзер,неод,м,,I1,мн,,II1
экзорцист,одуш,м,,I1,мн,,II1
экс-агент,одуш,м,,I1,мн,,II1
экс-губернатор,одуш,м,,I1,мн,,II1
экс-депутат,одуш,м,,I1,мн,,II1
экс-канцлер,одуш,м,,I1,мн,,II1
экс-консул,одуш,м,,I1,мн,,II1
экс-мэр,одуш,м,,I1,мн,,II1
экспозиционер,одуш,м,,I1,мн,,II1
экстремал,одуш,м,,I1,мн,,II1
экуменист,одуш,м,,I1,мн,,II1
эскапист,одуш,м,,I1,мн,,II1
Эскулап,одуш,м,,I1,мн,,II1
юзер,одуш,м,,I1,мн,,II1
нумер,неод,м,,I1,мн,,IV1
опер,одуш,м,,I1,мн,,IV1
экс-директор,одуш,м,,I1,мн,,IV1
тамбовчанин,одуш,м,,I1,мн,,V2
орловчанин,одуш,м,,I1,мн,,V2
форумчанин,одуш,м,,I1,мн,,V2
драйвер,неод,м,,I1,мн,,II1+IV1
Египет,неод,м,!,I1#,,,
медочек,неод,м,!,I1#,,,
молоднячок,неод,м,!,I1#,,,
Нинок,одуш,м,!,I1#,,,
Павел,одуш,м,!,I1#,,,
чаечек,неод,м,!,I1#,,,
ватничек,неод,м,,I1#,мн,,I1
веерочек,неод,м,,I1#,мн,,I1
воронок,неод,м,,I1#,мн,,I1
выблядок,одуш,м,,I1#,мн,,I1
гамачок,неод,м,,I1#,мн,,I1
двойничок,неод,м,,I1#,мн,,I1
желобочек,неод,м,,I1#,мн,,I1
задворок,неод,м,,I1#,мн,,I1
запяток,неод,м,,I1#,мн,,I1
защитничек,одуш,м,,I1#,мн,,I1
именинничек,одуш,м,,I1#,мн,,I1
лишек,неод,м,,I1#,мн,,I1
лужочек,неод,м,,I1#,мн,,I1
любовничек,одуш,м,,I1#,мн,,I1
мышоночек,одуш,м,,I1#,мн,,I1
наследничек,одуш,м,,I1#,мн,,I1
наставок,неод,м,,I1#,мн,,I1
ордерок,неод,м,,I1#,мн,,I1
поселочек,неод,м,,I1#,мн,,I1
поясочек,неод,м,,I1#,мн,,I1
репейничек,неод,м,,I1#,мн,,I1
рыночек,неод,м,,I1#,мн,,I1
свитерок,неод,м,,I1#,мн,,I1
стакашек,неод,м,,I1#,мн,,I1
тумблерок,неод,м,,I1#,мн,,I1
турничок,неод,м,,I1#,мн,,I1
ушлепок,одуш,м,,I1#,мн,,I1
харчок,неод,м,,I1#,мн,,I1
черновичок,неод,м,,I1#,мн,,I1
чувачок,одуш,м,,I1#,мн,,I1
шустрячок,одуш,м,,I1#,мн,,I1
стрекозел,одуш,м,,I1#,мн,,II1
жирафенок,одуш,м,,I1#,мн,,IV12
шпаненок,одуш,м,,I1#,мн,,IV12
лошонок,одуш,м,,I1#,мн,,IV13
жигуленок,неод,м,,I1#,мн,,I1&IV11
окорочок,неод,м,,I1#,мн,,IV1+I1
Ванек,одуш,м,!,I1#ь,,,
Витек,одуш,м,!,I1#ь,,,
Игорек,одуш,м,!,I1#ь,,,
бутылек,неод,м,,I1#ь,мн,,I1
надфилек,неод,м,,I1#ь,мн,,I1
хуек,неод,м,,I1#й,мн,,I1
Аронович,одуш,м,!,I2,,,
Афанасьевич,одуш,м,!,I2,,,
Батькович,одуш,м,!,I2,,,
Воронеж,неод,м,!,I2,,,
Гаврош,одуш,м,!,I2,,,
Герасимович,одуш,м,!,I2,,,
Джош,одуш,м,!,I2,,,
Иванович,одуш,м,!,I2,,,
Игоревич,одуш,м,!,I2,,,
Иоаннович,одуш,м,!,I2,,,
Карлович,одуш,м,!,I2,,,
Карлыч,одуш,м,!,I2,,,
китч,неод,м,!,I2,,,
кэш,неод,м,!,I2,,,
Линч,одуш,м,!,I2,,,
Лоренц,одуш,м,!,I2,,,
Лукаш,одуш,м,!,I2,,,
Львович,одуш,м,!,I2,,,
Макарович,одуш,м,!,I2,,,
Макарыч,одуш,м,!,I2,,,
Маркович,одуш,м,!,I2,,,
Марракеш,неод,м,!,I2,,,
Никитич,одуш,м,!,I2,,,
Николаевич,одуш,м,!,I2,,,
Олегович,одуш,м,!,I2,,,
Оттович,одуш,м,!,I2,,,
охмуреж,неод,м,!,I2,,,
Петрович,одуш,м,!,I2,,,
Рич,одуш,м,!,I2,,,
Саввич,одуш,м,!,I2,,,
Серж,одуш,м,!,I2,,,
срач,неод,м,!,I2,,,
стретч,неод,м,!,I2,,,
Тадеуш,одуш,м,!,I2,,,
татуаж,неод,м,!,I2,,,
Тимурович,одуш,м,!,I2,,,
Ференц,одуш,м,!,I2,,,
Франц,одуш,м,!,I2,,,
Янош,одуш,м,!,I2,,,
Януш,одуш,м,!,I2,,,
барраж,неод,м,,I2,мн,,I3
бейдж,неод,м,,I2,мн,,I3
бэдж,неод,м,,I2,мн,,I3
гладыш,неод,м,,I2,мн,,I3
Иж,неод,м,,I2,мн,,I3
картридж,неод,м,,I2,мн,,I3
месседж,неод,м,,I2,мн,,I3
опарыш,одуш,м,,I2,мн,,I3
Париж,неод,м,,I2,мн,,I3
перевертыш,неод,м,,I2,мн,,I3
фреш,неод,м,,I2,мн,,I3
хедж,неод,м,,I2,мн,,I3
кибуц,неод,м,,I2,мн,,II3
Фриц,одуш,м,,I2,мн,,II3
бургундец,одуш,м,,I2#,мн,,II3
вахтанговец,одуш,м,,I2#,мн,,II3
возвращенец,одуш,м,,I2#,мн,,II3
гишпанец,одуш,м,,I2#,мн,,II3
засранец,одуш,м,,I2#,мн,,II3
муромец,одуш,м,,I2#,мн,,II3
неучтивец,одуш,м,,I2#,мн,,II3
никарагуанец,одуш,м,,I2#,мн,,II3
палестинец,одуш,м,,I2#,мн,,II3
панамец,одуш,м,,I2#,мн,,II3
пенджабец,одуш,м,,I2#,мн,,II3
расселенец,одуш,м,,I2#,мн,,II3
рязанец,одуш,м,,I2#,мн,,II3
сальвадорец,одуш,м,,I2#,мн,,II3
сахалинец,одуш,м,,I2#,мн,,II3
тевтонец,одуш,м,,I2#,мн,,II3
трестовец,одуш,м,,I2#,мн,,II3
убивец,одуш,м,,I2#,мн,,II3
уэльсец,одуш,м,,I2#,мн,,II3
челюскинец,одуш,м,,I2#,мн,,II3
челябинец,одуш,м,,I2#,мн,,II3
читинец,одуш,м,,I2#,мн,,II3
валлиец,одуш,м,,I2#й,мн,,II3
иониец,одуш,м,,I2#й,мн,,II3
ливиец,одуш,м,,I2#й,мн,,II3
тасманиец,одуш,м,,I2#й,мн,,II3
угандиец,одуш,м,,I2#й,мн,,II3
ямаец,одуш,м,,I2#й,мн,,II3
Абель,одуш,м,!,I3,,,
Авдей,одуш,м,!,I3,,,
Авель,одуш,м,!,I3,,,
Аксель,одуш,м,!,I3,,,
Алексей,одуш,м,!,I3,,,
Алтай,неод,м,!,I3,,,
Анадырь,неод,м,!,I3,,,
Анатоль,одуш,м,!,I3,,,
Анджей,одуш,м,!,I3,,,
Андрей,одуш,м,!,I3,,,
Бармалей,одуш,м,!,I3,,,
Бомбей,неод,м,!,I3,,,
Борей,одуш,м,!,I3,,,
Бристоль,неод,м,!,I3,,,
Брюссель,неод,м,!,I3,,,
Варфоломей,одуш,м,!,I3,,,
Василь,одуш,м,!,I3,,,
Версаль,неод,м,!,I3,,,
Габриель,одуш,м,!,I3,,,
Гай,одуш,м,!,I3,,,
Галилей,одуш,м,!,I3,,,
Гегель,одуш,м,!,I3,,,
Гоголь,одуш,м,!,I3,,,
Гордей,одуш,м,!,I3,,,
Даниэль,одуш,м,!,I3,,,
Джамиль,одуш,м,!,I3,,,
Дисней,одуш,м,!,I3,,,
Дунай,неод,м,!,I3,,,
Еремей,одуш,м,!,I3,,,
Жюль,одуш,м,!,I3,,,
Игорь,одуш,м,!,I3,,,
Исай,одуш,м,!,I3,,,
Китай,неод,м,!,I3,,,
Константинополь,неод,м,!,I3,,,
Корней,одуш,м,!,I3,,,
Лазарь,одуш,м,!,I3,,,
Лексей,одуш,м,!,I3,,,
Мамай,одуш,м,!,I3,,,
Мануэль,одуш,м,!,I3,,,
Марсель,неод,м,!,I3,,,
Матфей,одуш,м,!,I3,,,
Мефистофель,одуш,м,!,I3,,,
Мигель,одуш,м,!,I3,,,
Михась,одуш,м,!,I3,,,
Михаэль,одуш,м,!,I3,,,
Михей,одуш,м,!,I3,,,
Мишель,одуш,м,!,I3,,,
Моисей,одуш,м,!,I3,,,
Морфей,одуш,м,!,I3,,,
Наиль,одуш,м,!,I3,,,
Нобель,одуш,м,!,I3,,,
Ной,одуш,м,!,I3,,,
Одиссей,одуш,м,!,I3,,,
Орфей,одуш,м,!,I3,,,
Пантелей,одуш,м,!,I3,,,
Парагвай,неод,м,!,I3,,,
Патрикей,одуш,м,!,I3,,,
Пауль,одуш,м,!,I3,,,
Полишинель,одуш,м,!,I3,,,
Прометей,одуш,м,!,I3,,,
Савватей,одуш,м,!,I3,,,
Самуэль,одуш,м,!,I3,,,
Сруль,одуш,м,!,I3,,,
Тироль,неод,м,!,I3,,,
Уругвай,неод,м,!,I3,,,
Фаддей,одуш,м,!,I3,,,
Фарадей,одуш,м,!,I3,,,
Фидель,одуш,м,!,I3,,,
Цезарь,одуш,м,!,I3,,,
Шамиль,одуш,м,!,I3,,,
Шарль,одуш,м,!,I3,,,
Эмиль,одуш,м,!,I3,,,
Эммануэль,одуш,м,!,I3,,,
бонсай,неод,м,,I3,мн,,I2
жердяй,одуш,м,,I3,мн,,I2
кондей,неод,м,,I3,мн,,I2
кофей,неод,м,,I3,мн,,I2
прохиндей,одуш,м,,I3,мн,,I2
раздолбай,одуш,м,,I3,мн,,I2
сенсей,одуш,м,,I3,мн,,I2
Сергей,одуш,м,,I3,мн,,I2
блатарь,одуш,м,,I3,мн,,I4
вноситель,одуш,м,,I3,мн,,I4
жигуль,неод,м,,I3,мн,,I4
нянь,одуш,м,,I3,мн,,I4
ополаскиватель,неод,м,,I3,мн,,I4
опровергатель,одуш,м,,I3,мн,,I4
освежитель,неод,м,,I3,мн,,I4
очернитель,одуш,м,,I3,мн,,I4
пендель,неод,м,,I3,мн,,I4
поверитель,одуш,м,,I3,мн,,I4
подсластитель,неод,м,,I3,мн,,I4
пробиватель,неод,м,,I3,мн,,I4
профитроль,неод,м,,I3,мн,,I4
разжижитель,неод,м,,I3,мн,,I4
сандаль,неод,м,,I3,мн,,I4
сикель,неод,м,,I3,мн,,I4
соисполнитель,одуш,м,,I3,мн,,I4
соучредитель,одуш,м,,I3,мн,,I4
стопарь,неод,м,,I3,мн,,I4
технарь,одуш,м,,I3,мн,,I4
требователь,одуш,м,,I3,мн,,I4
хиппарь,одуш,м,,I3,мн,,I4
шекель,неод,м,,I3,мн,,I4
шнобель,неод,м,,I3,мн,,I4
дембель,одуш,м,,I3,мн,,III7
дюбель,неод,м,,I3,мн,,I4+III7
журавель,одуш,м,,I3#,мн,,I4
лежень,неод,м,,I3#,мн,,I4
подуровень,неод,м,,I3#,мн,,I4
Авгий,одуш,м,!,I4,,,
Авдий,одуш,м,!,I4,,,
